Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	routine_nonhaven	new_profits_3	new_profits_4	gains_3	gains_4	new_profits_5	new_profits_6	gains_5	gains_6	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit
Africa, other countries	60.0	2650404677.0	-122876548.0	31915320.0	66097170.0	320633621.0	71987898.0	12600.0	4768502085.0	Africa_other	-25.973483564984264													Low Income														357637656.375	-480514204.375	155505451.36746594	295949190.52606773	513143107.742466	653586846.9010677	636019655.742466	776463394.9010677	-122876548.0	-66745446.238300525	-16051005.97796154	56131101.761699475	106825542.02203846	231473054.84972525	440526442.05696553	354349602.84972525	563402990.0569656																		
Argentina	343.0	33395306816.0	2478635928.0	1349979368.0	1049283330.0	13701763791.0	3408188178.0	104461.0	10002756141.0	AR	54.46460905169289						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	554107000000.0	2017.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	ARG	0.30086375735336945	0.02791146439851269	0.02791146439851269	0.2319542275180887	0.004597	5.0	0.349999994	166710713995.8035	15465937803.466671	15465937803.466671	128527461147.36557	750206710.5749999	1728429217.4250002	1959380884.3769605	2788660355.9896812	2709587594.9519606	3538867066.564681	230951666.95196056	1060231138.564681	2478635928.0	3185892212.868106	3485228152.545141	707256284.8681059	1006592224.5451412	2916578646.8099303	4150978154.5465603	437942718.8099303	1672342226.5465603	80833082.04747619	0.00048487034882179766	0.005226523155250085	371080892.1362515	0.0022258970838886366	0.023993429745532417	247539695.46029934	0.0014848457518245079	0.0160054759437099	352307272.55124605	0.002113285127913941	0.022779560931137123	153279948.95581928	0.0009194367013488869	0.009910808571948464	585319769.2572427	0.003510990716961218	0.03784573407026401
Aruba	28.0	611512932.0	176188233.0	18581628.0	13805015.0	1606215229.0	-1114324735.0	805.0	125946296.0	AW	10.546463678990412												Latin America & The Caribbean	Tax haven	1980.0	ABW				0.2254115660616293	881.64	2.0	0.2620000004					9445972.2	166742260.8	35878896.2806009	31879777.838560726	45324868.48060089	41325750.038560726	-130863364.5193991	-134862482.96143928	0.0	12950812.724017544	11507294.684918053	-163237420.27598247	-164680938.31508195	53406473.23727625	47453703.38680026	-122781759.76272374	-128734529.61319974	-34286201.55642791			-35333970.58984208			-42768204.17760237			-43146405.90442385			-32168821.106946323			-33728446.81015214		
Bahamas	62.0	16759006160.0	21809647343.0	32313612.0	35136614.0	105580752364.0	41451146550.0	2839.0	2470306172.0	BS	0.14816201056259326						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11262000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	BHS	0.15101100600230224	0.0		0.15101100600230224	2598.0	4.0	0.0	1700685949.5979278	0.0		1700685949.5979278	185272962.9	21624374380.1	983290151.8762836	540808549.2466648	1168563114.7762837	726081512.1466647	-20641084228.223717	-21083565830.853336	0.0	354927490.2641248	195209746.3106207	-21454719852.735874	-21614437596.68938	1463647565.1301317	805004621.266696	-20345999777.86987	-21004642721.733303	-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0	
Barbados	129.0	8677786619.0	1276913415.0	21286838.0	8676103.0	71614350298.0	2775352141.0	403.0	5465857765.0	BB	1.66705414399613						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4764000000.0	2015.0	Latin America & The Caribbean	Tax haven	1980.0	BRB	0.2806613216715257	0.02731146744412051	0.02731146744412051	0.2806613216715257	2036.0	5.0	0.25	1337070536.4431484	130111830.90379012	130111830.90379012	1337070536.4431484	409939332.375	866974082.625	509146069.9449073	261551858.4114585	919085402.3199073	671491190.7864585	-357828012.6800927	-605422224.2135415	0.0	183780887.50158173	94409513.30871935	-1093132527.4984183	-1182503901.6912806	757874371.2102191	389325307.47786653	-519039043.78978086	-887588107.5221335	-89457003.17002317	-0.06690522357032497	-0.687539346334856	-151355556.05338538	-0.11319938023316166	-1.163272816945476	-273283131.8746046	-0.20438946519724202	-2.1003711190312973	-295625975.42282015	-0.22109976053263367	-2.2720914260396334	-129759760.94744521	-0.09704780519106333	-0.9972940972861627	-221897026.88053337	-0.16595760719611694	-1.7054331288644526
Bermuda	229.0	76159489311.0	24900464463.0	477215982.0	500283411.0	446019018187.0	478127375911.0	551.0	11864002163.0	BM	1.916494299570608													Tax haven									0.0					889800162.225	24010664300.775	4468455652.828126	2243769592.455978	5358255815.053126	3133569754.680978	-19542208647.946873	-21766894708.319023	0.0	1612929558.1660354	809908965.9972078	-23287534904.833965	-24090555497.002792	6651387918.076845	3339897073.5592394	-18249076544.923157	-21560567389.44076	-0.0			-0.0			-0.0			-0.0			-0.0			-0.0		
Bolivia	51.0	752227081.0	17050125.0	9268278.0	13953928.0	315420558.0	291336223.0	2925.0	300862547.0	BO	54.35900323311413						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	34053000000.0	2016.0	Latin America & The Caribbean	Lower-Middle Income	1980.0	BOL	0.3161280034020837	0.05453965553901765		0.3161280034020837	0.111259201905881	4.0	0.25	10765106899.851156	1857238890.070168		10765106899.851156	22564691.025	-5514566.0249999985	44134925.04629186	72720213.2901165	66699616.07129186	95284904.3151165	49649491.07129186	78234779.3151165	17050125.0	32981026.11782849	43299144.930975914	15930901.117828488	26249019.930975914	65695741.443095	108245529.47542854	48645616.443095	91195404.47542854	12412372.767822964	0.0011530189977021579	0.006683239745940284	19558694.828779124	0.0018168602514341545	0.010531060346275744	3982725.279457122	0.00036996616164695857	0.0021444334925092225	6562254.9827439785	0.000609585677484978	0.0035333392046814458	12161404.11077375	0.0011297058379366302	0.006548109764336392	22798851.118857134	0.002117847164079008	0.012275669673272767
Brazil	612.0	141564705987.0	367614245.0	2378927829.0	2332561026.0	147679731918.0	-597268248.0	532715.0	57082514840.0	BR	647.1261278245622						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1793066000000.0	2017.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	BRA	0.3424478543456633	0.02815883509974086	0.02815883509974086	0.23107156904667325	4.50290679931641e-06	5.0	0.340000004	614031604400.1611	50490649816.95195	50490649816.95195	414326574024.24225	4281188613.0	-3913574368.0	8305932936.674729	13378087878.534536	12587121549.674728	17659276491.53454	12219507304.674728	17291662246.53454	367614245.0	3365716001.527108	5196556288.404694	2998101756.527108	4828942043.404694	12363551588.206799	19913558284.043137	11995937343.206799	19545944039.043137	4154632532.4674373	0.006766154221859703	0.08228518641628857	5879165232.988393	0.009574694837950022	0.11644067276421735	1019354609.2116239	0.0016601012096232688	0.02018897781880758	1641840314.073364	0.0026738693941938947	0.03251771011119222	4078618744.6740613	0.006642359636615784	0.08077968414866168	6645621051.458443	0.01082292996620338	0.13162082634213224
British Virgin Islands	124.0	4766717876.0	2289784140.0	17579351.0	-4125779.0	46560495661.0	2974321297.0	456.0	831081732.0	VG	0.7677296166441261													Tax haven									0.0					62331129.9	2227453010.1	279674504.53180313	147733886.23162416	342005634.4318031	210065016.13162416	-1947778505.5681968	-2079719123.8683758	0.0	100951046.6416476	53325884.904981114	-2188833093.358352	-2236458255.095019	416301238.04845434	219904920.6966271	-1873482901.9515457	-2069879219.3033729	-0.0			-0.0			-0.0			-0.0			-0.0			-0.0		
Canada	894.0	360772579170.0	17594992569.0	4807100894.0	4340521629.0	360915048786.0	102472154397.0	761499.0	172436548205.0	CA	27.32084640075076						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1535768000000.0	2016.0	North America	High Income	1980.0	CAN	0.3229636060536724	0.03422625157015377	0.03422625157015377	0.2767633006616826	322747.0	5.0	0.26399998680000003	495997171341.83636	52563581921.391914	52563581921.391914	425044220730.59094	12932741115.375	4662251453.625	21167372383.42705	23770701253.69552	34100113498.80205	36703442369.07052	16505120929.802052	19108449800.07052	17594992569.0	25235547435.94346	26175242581.362526	7640554866.943459	8580250012.362526	31508068081.51971	35383176517.143326	13913075512.51971	17788183948.143326	4357351707.600146	0.008785033381968831	0.08289678040047772	5044630494.987081	0.010170684000756873	0.09597196976665809	2017106384.017749	0.004066769934515572	0.038374599109975094	2265185890.004407	0.004566933081243851	0.04309420719067358	3673051751.6526074	0.007405388505978347	0.0698782620473925	4696080327.505811	0.009467957881294687	0.08934094968125901
Cayman Islands	310.0	49940432455.0	23792337111.0	84746971.0	98527590.0	326622438061.0	78663137114.0	3139.0	7249281852.0	KY	0.3561943940379805													Tax haven									0.0					543696138.9	23248640972.1	2930122165.0391846	1519419709.7529328	3473818303.9391847	2063115848.6529326	-20318518807.060814	-21729221262.34707	0.0	1057654146.3576975	548448312.241721	-22734682964.642303	-23243888798.758278	4361546959.674043	2261687411.744178	-19430790151.32596	-21530649699.25582	-0.0			-0.0			-0.0			-0.0			-0.0			-0.0		
Chile	305.0	28809345090.0	4252563902.0	490258676.0	540898044.0	36795637708.0	9169002651.0	112241.0	17335298428.0	CL	11.52854342222651						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	250008000000.0	2017.0	Latin America & The Caribbean	High Income	1980.0	CHL	0.17358608403230186	0.042507699188546	0.041941719395968635	0.17077744943703976	1124320.0	5.0	0.2269999982	43397909696.74773	10627264858.73001	10485765382.747326	42695728578.85544	1300147382.1	2952416519.9	1690311766.6138723	2788853455.558404	2990459148.713872	4089000837.658404	-1262104753.286128	-163563064.34159613	4252563902.0	4862697250.679835	5259225827.584216	610133348.6798353	1006661925.5842161	2516063744.5563307	4151265587.2164083	-1736500157.4436693	-101298314.78359175	-286497776.7241625	-0.006601649220576006	-0.02695875002012511	-37128815.3111288	-0.000855543863070236	-0.003493732000160746	138500269.0520826	0.003191404148722442	0.013032541382301994	228512255.2956256	0.005265512945033629	0.021502452261543948	-394185532.61401266	-0.009083053432030926	-0.03709190820535539	-22994717.27353836	-0.0005298577151346439	-0.002163747453292163
Colombia	299.0	20301200832.0	1055406042.0	730986246.0	591415961.0	5966746179.0	3227451642.0	73043.0	7330862160.0	CO	69.26113902235933						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	279987000000.0	2017.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	COL	0.1940012649506517			0.1940012649506517	2190990.0	3.0	0.2680000008	54317832169.73812			54317832169.73812	549814662.0	505591380.0	1191119011.4013429	1860458266.1354856	1740933673.4013429	2410272928.1354856	685527631.4013429	1354866886.1354856	1055406042.0	1485351242.3214564	1726955311.4405575	429945200.32145643	671549269.4405575	1773005086.5363848	2769330299.9723744	717599044.5363848	1713924257.9723744	183721405.763982	0.003382340539472744		363104326.5682037	0.006684808875168965		115225314.0301065	0.002121316507441575		179975204.74730885	0.003313372378059994		192316544.5098304	0.00354057842199702		459331702.5077358	0.008456370296081909	
Costa Rica	154.0	9421735629.0	797307487.0	135287182.0	128858861.0	2247623165.0	989787415.0	69844.0	2790302748.0	CR	16.968005970825658						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	57810000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	CRI	0.135151920711409	0.028600665454778188		0.1329969040230978	41442.0	4.0	0.300000012	7813132536.326554	1653404469.940727		7688551021.575284	209272706.1	588034780.9	552795301.1730144	1485898753.0030172	762068007.2730144	1695171459.103017	-35239479.726985574	897863972.1030171	797307487.0	996843960.0346906	1333656106.1574392	199536473.03469062	536348619.15743923	822847147.4400162	2211790779.8759284	25539660.44001615	1414483292.8759284	-10571844.340969428	-0.0013530865234675667	-0.006393985581367407	269359202.4052728	0.034475186636462145	0.16291186294841034	59860944.304844856	0.007661580553833694	0.03620465856548145	160904592.1834152	0.02059412040373074	0.09731713873326077	7661898.43848077	0.0009806436026596717	0.004634013381344882	424345004.836578	0.05431176328618756	0.2566492425484917
Curacao	41.0	628451612.0	178546527.0	9178207.0	8053635.0	12082104306.0	39471280.0	288.0	27997583.0	CW	5.140512758335535													Tax haven									0.2420000018					2099818.725	176446708.275	36872728.31758273	23423711.926616155	38972547.04258273	25523530.651616156	-139573979.95741728	-153022996.34838384	0.0	13309545.403234312	8455001.070558613	-165236981.5967657	-170091525.9294414	54885812.61467274	34866675.78464158	-123660714.38532725	-143679851.21535844	-33776903.40092815			-37031565.39175028			-39987349.84384386			-41162149.58108956			-29925893.10383848			-34770524.25274047		
Dominican Republic	92.0	2796606018.0	448576814.0	50881356.0	57907894.0	757247411.0	663967377.0	26262.0	1310235914.0	DO	11.342841273111365						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	71673000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	DOM	0.13731079861813653	0.022984589364219585	0.022984589364219585	0.13658153525187164	8672.0	5.0	0.2760000052	9841476869.357698	1647374473.5017104	1647374473.5017104	9789208376.107395	98267693.55	350309120.45	164083426.5423618	536825487.8497043	262351120.0923618	635093181.3997043	-186225693.9076382	186516367.39970434	448576814.0	507804213.62918466	642348838.2074413	59227399.62918466	193772024.20744133	244241546.8909866	799075752.657262	-204335267.1090134	350498938.65726197	-51398292.48688175	-0.005222619853623275	-0.031200126816113605	51478518.37220351	0.005230771667257217	0.03124882605639698	16346762.605637446	0.0016610070645529356	0.009922918479421537	53481079.68886834	0.005434253455940782	0.032464433891091736	-56396534.78463109	-0.0057304950804921	-0.03423419246308513	96737708.89199878	0.009829592669490503	0.05872235514635
Ecuador	110.0	3877407697.0	23713515.0	106883172.0	484175488.0	1210131701.0	97337447.0	12904.0	1306580475.0	EC	450.7268197059778						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	98614000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	ECU	0.1419406401012503	0.010295159929431615	0.010295159929431615	0.1419406401012503	293000.0	5.0	0.219999999	13997334282.944696	1015246901.2809693	1015246901.2809693	13997334282.944696	97993535.625	-74280020.625	227496592.9882683	337209183.980284	325490128.61326826	435202719.605284	301776613.61326826	411489204.605284	23713515.0	105830471.66725682	145432225.530922	82116956.66725682	121718710.530922	338633346.18709165	501942788.840582	314919831.18709165	478229273.840582	66390854.69314241	0.004743107033889841	0.06539380185191894	90527624.60167328	0.006467490364360183	0.08916808757303439	18065730.384679545	0.0012906550647070034	0.01779442061028252	26778116.19508413	0.0019130868530954786	0.026375964468640416	69282362.54624033	0.004949682642834263	0.0682418852584771	105210439.76669876	0.007516462609233696	0.10363039732891714
El Salvador	77.0	3537463020.0	336079832.0	77111996.0	65162408.0	1304523990.0	190672119.0	35486.0	1173554739.0	SV	22.944547294346428						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	26798000000.0	2016.0	Latin America & The Caribbean	Lower-Middle Income	1980.0	SLV	0.17790208643011876	0.03728639714858793	0.03728639714858793	0.17790208643011876	3912.0	5.0	0.300000012	4767420112.154323	999200870.7878594	999200870.7878594	4767420112.154323	88016605.425	248063226.575	207551242.4176194	718293061.7957218	295567847.8426194	806309667.2207217	-40511984.15738058	470229835.2207217	336079832.0	410997333.64681315	595354221.3659639	74917501.64681315	259274389.36596394	308944282.6459873	1069193959.6273432	-27135549.354012728	733114127.6273432	-12153595.733357983	-0.0025493024418747866	-0.012163315794325719	141068956.20897454	0.02959020872721613	0.14118177869254972	22475251.393053964	0.004714342529988981	0.022493226387335374	77782319.92108186	0.016315390314098677	0.07784452775721794	-8140665.13183041	-0.0017075619392291758	-0.008147175777991046	219934247.08557248	0.04613275983898714	0.22011014353115668
Guatemala	111.0	4048110549.0	29906307.0	75792314.0	69324681.0	1182402000.0	708369807.0	24583.0	1005295041.0	GT	253.43254183808116						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	68763000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	GTM	0.10782319909937396	0.03543229694228274	0.03543229694228274	0.1039394023992741	7319.0	5.0	0.2680000006	7414246639.670252	2436431034.642188	2436431034.642188	7147185127.181285	75397128.075	-45490821.075	237512129.21197447	544464294.3852822	312909257.2869745	619861422.4602822	283002950.2869745	589955115.4602822	29906307.0	115638462.22156586	226435627.64442122	85732155.22156586	196529320.64442122	353541677.34379846	810446272.9100728	323635370.34379846	780539965.9100728	75844790.84671094	0.010229601810236532	0.031129463452204558	158107971.2973287	0.021324886934751413	0.06489326767279022	22976217.650818944	0.003098928153790256	0.009430276221298096	52669858.05062248	0.007103871857837868	0.021617627300646137	86734279.44631921	0.011698326702843096	0.03559890602815972	209184711.3322235	0.028213886251500123	0.08585702133897838
Honduras	66.0	3687887532.0	143952893.0	50776110.0	42232123.0	726948224.0	544734307.0	55385.0	836473404.0	HN	35.27272633555201						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	21644000000.0	2016.0	Latin America & The Caribbean	Lower-Middle Income	1980.0	HND	0.20185272792398049	0.033815125111356044	0.033815125111356044	0.1717846047119549	6122.0	5.0	0.30000000600000004	4368900443.186634	731894567.9101902	731894567.9101902	3718105984.3855515	62735505.3	81217387.7	216377000.92849258	1067300500.8843027	279112506.22849256	1130036006.1843028	135159613.22849256	986083113.1843028	143952893.0	222056132.15467295	529204679.9864426	78103239.15467295	385251786.9864426	322081605.26659596	1588698693.2602043	178128712.26659596	1444745800.2602043	40547884.779505454	0.009281027413371364	0.055401264823270326	295824939.8717896	0.06771153147541574	0.4041906482739326	23430972.215021323	0.005363127981449492	0.03201413597306068	115575538.40744352	0.026454147882377432	0.1579128244351523	53438614.74875107	0.012231593611177245	0.073014088492741	433423748.74653614	0.09920659772013504	0.5921942418347351
Jamaica	41.0	381275676.0	59665571.0	12630558.0	11134562.0	110115457.0	103426637.0	8675.0	83664227.0	JM	21.16892168852285						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14002000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	JAM	0.25788199019659513	0.032362357033679436	0.032362357033679436	0.25788199019659513	4565.0	5.0	0.25	3610863626.732725	453137723.1855795	453137723.1855795	3610863626.732725	6274817.024999999	53390753.975	22370337.106002513	161411702.87897378	28645154.13100251	167686519.9039738	-31020416.86899749	108020948.90397379	59665571.0	67740346.88405144	117928587.76343939	8074775.884051442	58263016.76343939	33298705.752175998	240264631.40255564	-26366865.247824002	180599060.40255564	-7755104.217249372	-0.0021477145134574205	-0.01711423220898632	27005237.225993447	0.00747888594464284	0.059596091528521085	2018693.9710128605	0.0005590612605991624	0.004454923674906929	14565754.190859847	0.004033869926026425	0.03214421012768902	-6591716.3119560005	-0.0018255234739841138	-0.014546827542001857	45149765.10063891	0.012503868815863448	0.09963806319905115
Mexico	678.0	165801023157.0	9844032119.0	4489555950.0	3731115333.0	99182851698.0	81038736827.0	975451.0	52921399083.0	MX	45.60688034870074						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1076914000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	MEX		0.03508894569832729	0.034891438622997616	0.13042601974158394	5245.0	4.0	0.300000012		37787776867.76843	37575078733.24686	140457606623.98813	3969104931.225	5874927187.775	9727934442.2229	21756027524.83528	13697039373.4479	25725132456.06028	3853007254.447901	15881100337.06028	9844032119.0	13355418204.219868	17697067393.24991	3511386085.2198677	7853035274.249908	14480230004.272976	32384293336.882473	4636197885.272976	22540261217.882473	1155902222.5704572		0.03058931533906666	4764330291.691288		0.12608125395582837	1053415867.7025933		0.027877159098002344	2355910676.5113955		0.06234583962839316	1390859421.2162673		0.036807124856361124	6762078635.847877		0.1789488346856329
Nicaragua	40.0	1361538707.0	70998583.0	25576558.0	21202620.0	134059237.0	204795399.0	8535.0	385901850.0	NI	36.02404008541973						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	13230000000.0	2016.0	Latin America & The Caribbean	Lower-Middle Income	1980.0	NIC	0.2380055621532688	0.0	0.0	0.18051065336631925	4.15975999832153e-06	5.0	0.300000012	3148813587.287746	0.0	0.0	2388155944.0364037	28942638.75	42055944.25	79884665.54698543	187744461.93455043	108827304.29698543	216687100.68455043	37828721.29698543	145688517.68455043	70998583.0	99833676.89276169	138766647.75511464	28835093.892761692	67768064.75511464	118909963.65210344	279461483.5232738	47911380.65210344	208462900.52327383	11348616.843040284	0.003604092947533137	inf	43706557.05362734	0.013880325348594012	inf	8650528.513849635	0.002747234243644392	inf	20330420.239751168	0.006456533445431086	inf	14373414.770567598	0.004564708062933711	inf	62538872.65853695	0.01986109082830949	inf
Panama	161.0	12577510208.0	881129416.0	63744904.0	68517685.0	4579782080.0	2504331512.0	9931.0	2964721512.0	PA	7.234454195091814						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	57821000000.0	2017.0	Latin America & The Caribbean	Tax haven	1980.0	PAN	0.14892588786847344			0.09134121122599703	4039.0	3.0	0.25	8611043762.443003			5281440174.298374	222354113.4	658775302.6	737951988.5951177	540952906.3887672	960306101.9951177	763307019.7887672	79176685.99511766	-117822396.21123278	0.0	266370457.1307855	195261853.3291344	-614758958.8692145	-685867562.6708655	1098456675.5084107	805219499.8344762	217327259.5084107	-75909916.16552377	19794171.498779416	0.0022986959589163317		-29455599.052808195	-0.0034206769661627493		-153689739.71730363	-0.017847980332839578		-171466890.66771638	-0.019912439815434203		54331814.87710267	0.00630955043035206		-18977479.041380942	-0.0022038535124105467	
Paraguay	41.0	1792008666.0	90949759.0	15070809.0	10186047.0	304719403.0	660309824.0	2059.0	709335933.0	PY	16.570477113633693						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	27424000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	PRY	0.11013065249610814	0.022106740316742098	0.022106740316742098	0.09913971756518887	515946.0	5.0	0.100000001	3020223014.0532694	606255246.4463353	606255246.4463353	2718807614.5077395	53200194.975	37749564.025	105141346.48153602	88226746.34476542	158341541.45653602	141426941.31976542	67391782.45653602	50477182.31976542	90949759.0	128901480.73592317	122796002.54730345	37951721.73592317	31846243.547303453	156505051.41189086	131327322.07320733	65555292.411890864	40377563.07320733	6739178.313045385	0.0022313512219752003	0.011116074215519264	5047718.282453724	0.001671306476033857	0.008326061196239956	3795172.211544039	0.0012565867467021102	0.006260023700891768	3184624.386576589	0.0010544335208884745	0.005252943220275269	6555529.306744379	0.0021705447830312956	0.010813150641038887	4037756.3476982964	0.0013369066883175138	0.006660159019433264
Peru	205.0	11608709632.0	481912962.0	679711941.0	539088489.0	7463296216.0	9604156800.0	36643.0	13445986419.0	PE	141.04454426357597						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	195432000000.0	2017.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	PER	0.12991545099296795	0.034010065001188694		0.12991545099296795	0.0051	4.0	0.299000007	25389636418.45771	6646655023.312309		25389636418.45771	1008448981.425	-526536019.42499995	681110189.2414936	975108512.1777049	1689559170.6664934	1983557493.602705	1207646208.6664934	1501644531.602705	481912962.0	727765856.5901845	833887215.278154	245852894.59018445	351974253.278154	1013846490.9532264	1451469026.5769422	531933528.95322645	969556064.5769422	361086224.844805	0.014221795810447416	0.05432600662714408	448991725.46072054	0.017684054945123727	0.06755153139224743	73510017.20343542	0.002895276481785113	0.011059700999315934	105240304.19398783	0.0041450102892170776	0.015833574004498602	159048128.88054943	0.006264293283259658	0.023929048269047824	289897270.0953982	0.011417937040037691	0.04361551322862701
Puerto Rico	259.0	97835614361.0	38925940317.0	604667335.0	419653604.0	26006428036.0	99764667958.0	66326.0	16379377113.0	PR	1.5533788781357345						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	105035000000.0	2016.0		Tax haven									0.389999986					1228453283.475	37697487033.525	5740244689.064379	4018701608.59034	6968697972.539379	5247154892.06534	-31957242344.46062	-33678785424.93466	0.0	2071993334.9316516	1450586760.5158644	-36853946982.06835	-37475353556.48414	8544471991.678544	5981919795.671721	-30381468325.321457	-32944020521.328278	-12463324066.93825			-13134725844.221523			-14373038807.051401			-14615387362.373865			-11848772221.534813			-12848167542.101742		
St. Kitts and Nevis	16.0	185565397.0	66165643.0	4726756.0	4698914.0	518604533.0	3070749885.0	916.0	274350380.0	KN	7.143822361100607						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	900000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	KNA	0.18556011949215834	0.02542942494398805	0.02542942494398805	0.18556011949215834	156.0	5.0	0.330000013	167004107.5429425	22886482.449589245	22886482.449589245	167004107.5429425	20576278.5	45589364.5	10887556.556582402	21306314.928733952	31463835.056582402	41882593.42873395	-34701807.943417594	-24283049.571266048	0.0	3929962.195149402	7690707.437680167	-62235680.8048506	-58474935.56231983	16206351.313344004	31714886.91087885	-49959291.686656	-34450756.08912115	-11451597.072451308	-0.06857075098890432	-0.5003650996903998	-8013406.67419744	-0.04798329090281159	-0.3501371034997674	-20537775.474664547	-0.12297766669830908	-0.897375799007206	-19296729.495739706	-0.11554643642988155	-0.8431496425124969	-16486566.90606727	-0.09871952940934706	-0.7203626394917303	-11368749.957269806	-0.06807467268041004	-0.4967451849497233
St. Lucia Island	24.0	120092757.0	55876008.0	1066480.0	1324657.0	219197823.0	157940754.0	292.0	177639389.0	LC	1.908654605389848						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1643000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	LCA	0.2087583719732097	0.020736733642452345	0.020736733642452345	0.2087583719732097	411.0	5.0	0.300000012	342990005.15198356	34070453.3745492	34070453.3745492	342990005.15198356	13322954.174999999	42553053.825	7046123.3883675365	8579678.18100613	20369077.563367534	21902632.35600613	-35506930.43663247	-33973375.64399387	0.0	2543362.084479919	3096912.58297227	-53332645.91552008	-52779095.41702773	10488299.22816942	12771027.000796938	-45387708.77183058	-43104980.99920306	-10652079.557072906	-0.031056530502551593	-0.3126486002393517	-10192013.100878667	-0.02971518979499839	-0.29914521502939995	-15999794.414647775	-0.04664799024554096	-0.46960908440976895	-15833729.258457461	-0.04616382116278088	-0.4647349151592252	-13616313.176201679	-0.0396988628580244	-0.3996516578899749	-12931494.81702069	-0.03770224969468299	-0.37955159195740495
